transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,channel,status,reference_number
TXN-705326,ACC-602739,2025-11-09 08:04:35,fee,13.15,44502.37,Monthly Maintenance Fee,,,mobile,reversed,REF-935668444850
TXN-705327,ACC-600370,2024-11-27 15:14:57,transfer,8464.12,3633.88,External Transfer,,,online,completed,REF-291063372739
TXN-705328,ACC-602016,2025-06-11 03:58:20,payment,2226.49,41167.9,Payment to Newegg,Newegg,Electronics,online,completed,REF-786713811759
TXN-705329,ACC-602436,2024-10-25 23:48:24,fee,45.81,95695.21,Monthly Maintenance Fee,,,online,completed,REF-808947137705
TXN-705330,ACC-604355,2025-02-24 00:49:56,withdrawal,565.44,67113.2,Cash Withdrawal,,,mobile,pending,REF-609119545062
TXN-705331,ACC-602925,2024-05-19 10:01:14,transfer,1045.73,42877.75,ACH Transfer,,,online,failed,REF-496023744818
TXN-705332,ACC-600138,2023-09-21 00:35:45,deposit,17832.41,25960.04,Cash Deposit,,,mobile,completed,REF-049645982372
TXN-705333,ACC-603276,2024-03-11 14:32:08,payment,5604.47,61519.52,Payment to Panera Bread,Panera Bread,Restaurants,online,completed,REF-373102367261
TXN-705334,ACC-600849,2025-10-22 12:26:36,payment,2700.16,45894.06,Payment to Pottery Barn,Pottery Barn,Home Improvement,online,completed,REF-967765725849
TXN-705335,ACC-604041,2023-06-21 07:17:53,payment,1179.18,8236.73,Payment to H&M,H&M,Clothing,online,completed,REF-559561678394
TXN-705336,ACC-600318,2025-01-17 00:22:33,withdrawal,3692.31,49634.46,Cash Withdrawal,,,branch,completed,REF-282225589292
TXN-705337,ACC-602384,2023-10-24 13:58:46,deposit,1960.35,63206.99,Check Deposit,,,online,completed,REF-677856764220
TXN-705338,ACC-603100,2025-02-06 13:22:45,payment,8522.66,75105.49,Payment to Nike,Nike,Clothing,online,completed,REF-559664949195
TXN-705339,ACC-602611,2025-03-27 14:03:44,withdrawal,136.91,59486.57,Wire Transfer Out,,,online,completed,REF-164987710989
TXN-705340,ACC-600796,2023-08-09 04:17:30,deposit,1367.15,22685.59,Mobile Deposit,,,atm,completed,REF-751671507171
TXN-705341,ACC-603812,2024-09-14 10:19:19,payment,416.81,45292.78,Payment to Costco,Costco,Groceries,online,completed,REF-697668879377
TXN-705342,ACC-604887,2025-05-26 05:33:42,payment,3182.38,99370.5,Payment to Airbnb,Airbnb,Travel,mobile,completed,REF-468900813671
TXN-705343,ACC-604644,2025-08-09 06:10:27,deposit,11836.47,7488.01,Wire Transfer In,,,branch,completed,REF-426583584612
TXN-705344,ACC-602468,2024-07-02 19:18:43,withdrawal,8521.09,66010.07,ATM Withdrawal,,,online,completed,REF-334347577223
TXN-705345,ACC-602484,2024-07-20 13:49:26,transfer,4729.95,72513.23,External Transfer,,,mobile,pending,REF-031512645834
TXN-705346,ACC-602275,2024-09-10 11:51:00,transfer,6746.2,63602.11,External Transfer,,,atm,completed,REF-445875182430
TXN-705347,ACC-602436,2023-12-19 10:17:38,payment,7203.24,43422.22,Payment to Panera Bread,Panera Bread,Restaurants,mobile,completed,REF-616698802751
TXN-705348,ACC-601573,2024-05-05 03:53:01,transfer,9068.04,28257.96,Zelle Transfer,,,branch,completed,REF-253571158574
TXN-705349,ACC-603244,2024-02-02 13:48:53,payment,8479.09,3387.5,Payment to Aetna,Aetna,Healthcare,mobile,completed,REF-881947491808
TXN-705350,ACC-602151,2024-10-30 13:04:42,payment,6248.63,76070.04,Payment to Farmers,Farmers,Insurance,mobile,completed,REF-617850864200
TXN-705351,ACC-600646,2023-07-12 10:58:41,transfer,4252.05,74269.84,External Transfer,,,online,completed,REF-746210878581
TXN-705352,ACC-602989,2024-08-21 16:42:36,payment,515.39,31118.22,Payment to Expedia,Expedia,Travel,atm,completed,REF-083344069838
TXN-705353,ACC-600855,2023-02-19 18:49:13,payment,7321.83,32462.98,Payment to Nike,Nike,Clothing,mobile,completed,REF-705925953181
TXN-705354,ACC-601503,2024-04-26 01:19:46,payment,2730.63,65121.11,Payment to Scholastic,Scholastic,Education,mobile,failed,REF-535911948125
TXN-705355,ACC-604354,2025-01-05 23:00:09,fee,31.32,32256.62,Foreign Transaction Fee,,,online,completed,REF-634974960071
TXN-705356,ACC-601741,2023-04-17 10:10:51,transfer,1128.87,41853.7,Zelle Transfer,,,atm,pending,REF-828352535482
TXN-705357,ACC-603190,2023-02-08 14:12:48,transfer,6506.78,20473.99,Internal Transfer,,,atm,completed,REF-871486375162
TXN-705358,ACC-603449,2024-01-14 17:54:24,transfer,4428.68,8647.21,Internal Transfer,,,online,completed,REF-361194706972
TXN-705359,ACC-604247,2024-11-04 03:11:26,deposit,6993.65,62090.5,Mobile Deposit,,,atm,completed,REF-175127762259
TXN-705360,ACC-600733,2024-04-21 17:16:09,deposit,14948.91,54432.07,Mobile Deposit,,,online,completed,REF-258258827922
TXN-705361,ACC-602011,2025-07-13 03:18:52,payment,9554.21,46247.0,Payment to Cigna,Cigna,Healthcare,mobile,completed,REF-642826592511
TXN-705362,ACC-600391,2025-04-20 01:19:58,withdrawal,4018.0,58927.94,Wire Transfer Out,,,online,pending,REF-784957036928
TXN-705363,ACC-601253,2025-12-27 12:12:10,deposit,17626.41,42492.09,Wire Transfer In,,,online,completed,REF-459168409000
TXN-705364,ACC-603044,2024-10-18 18:43:44,withdrawal,6653.7,33632.65,Wire Transfer Out,,,online,completed,REF-480253830532
TXN-705365,ACC-602333,2025-09-09 07:05:28,deposit,11170.7,3786.48,Direct Deposit,,,branch,completed,REF-885443095414
TXN-705366,ACC-600584,2025-12-04 16:37:37,deposit,12808.45,2342.56,Wire Transfer In,,,branch,completed,REF-140474009101
TXN-705367,ACC-603941,2025-11-18 21:39:59,payment,8981.21,44100.32,Payment to Verizon,Verizon,Utilities,mobile,completed,REF-069706284909
TXN-705368,ACC-601710,2024-12-11 23:04:13,transfer,6358.55,79553.1,Zelle Transfer,,,online,completed,REF-485494285188
TXN-705369,ACC-600693,2023-08-22 01:03:58,fee,13.92,88390.33,Overdraft Fee,,,mobile,completed,REF-597899784353
TXN-705370,ACC-600088,2024-05-08 16:41:16,deposit,3423.01,12442.84,Cash Deposit,,,branch,completed,REF-372622185439
TXN-705371,ACC-602771,2023-11-02 09:58:18,withdrawal,1261.82,33003.51,Wire Transfer Out,,,online,completed,REF-810728927818
TXN-705372,ACC-602130,2024-05-03 09:25:08,deposit,8675.5,50553.55,Direct Deposit,,,online,completed,REF-522570496319
TXN-705373,ACC-603371,2024-03-15 22:27:30,deposit,8216.07,61463.68,Wire Transfer In,,,online,completed,REF-291004846881
TXN-705374,ACC-603356,2023-09-15 03:10:00,payment,1292.07,52422.13,Payment to Duke Energy,Duke Energy,Utilities,mobile,completed,REF-118826369628
TXN-705375,ACC-603975,2024-01-11 00:34:23,deposit,9638.92,32535.35,Check Deposit,,,mobile,completed,REF-853462587227
TXN-705376,ACC-603908,2025-04-14 22:40:00,payment,7361.15,41290.03,Payment to Apple Music,Apple Music,Entertainment,atm,completed,REF-256787515414
TXN-705377,ACC-601424,2024-08-10 19:24:15,transfer,6080.13,91209.42,ACH Transfer,,,mobile,completed,REF-196906668912
TXN-705378,ACC-603842,2024-08-18 03:43:19,fee,49.64,83714.98,Monthly Maintenance Fee,,,mobile,completed,REF-910401697763
TXN-705379,ACC-600884,2025-12-14 16:48:33,withdrawal,568.83,15481.53,Wire Transfer Out,,,branch,completed,REF-129200928220
TXN-705380,ACC-602026,2024-12-08 06:39:59,withdrawal,8510.06,87949.23,ATM Withdrawal,,,mobile,completed,REF-768744426251
TXN-705381,ACC-601448,2025-03-23 16:34:13,withdrawal,301.92,32045.04,Cash Withdrawal,,,online,completed,REF-259280742405
TXN-705382,ACC-603458,2023-01-13 07:44:30,withdrawal,273.39,38928.4,ATM Withdrawal,,,online,completed,REF-951231874432
TXN-705383,ACC-601568,2023-03-03 15:41:06,transfer,9412.07,90465.0,Internal Transfer,,,mobile,completed,REF-054804791690
TXN-705384,ACC-601940,2024-04-24 01:16:42,withdrawal,2037.83,54639.79,Cash Withdrawal,,,branch,reversed,REF-640164365636
TXN-705385,ACC-602885,2024-08-02 16:57:35,payment,3566.04,83012.25,Payment to AT&T,AT&T,Utilities,mobile,pending,REF-457274445143
TXN-705386,ACC-603414,2024-05-19 08:19:05,payment,5305.17,35712.19,Payment to AMC Theatres,AMC Theatres,Entertainment,online,completed,REF-703558537970
TXN-705387,ACC-600823,2024-01-09 08:07:31,payment,4554.01,78108.47,Payment to Meineke,Meineke,Automotive,online,completed,REF-819098263192
TXN-705388,ACC-602133,2024-12-06 17:39:25,payment,1252.13,73578.33,Payment to YouTube Premium,YouTube Premium,Entertainment,branch,completed,REF-763661406549
TXN-705389,ACC-600002,2025-07-08 06:45:11,withdrawal,339.19,18194.79,Cash Withdrawal,,,online,pending,REF-082147191776
TXN-705390,ACC-601694,2025-06-21 23:54:52,deposit,6814.71,72894.35,Check Deposit,,,online,completed,REF-518428581727
TXN-705391,ACC-601261,2025-09-07 19:06:26,payment,17.3,14956.96,Payment to TJ Maxx,TJ Maxx,Clothing,online,completed,REF-216123074382
TXN-705392,ACC-600145,2024-06-18 15:56:12,deposit,7591.5,53453.83,Cash Deposit,,,atm,completed,REF-255684738626
TXN-705393,ACC-602890,2023-09-18 00:17:22,withdrawal,209.78,17647.76,ATM Withdrawal,,,mobile,pending,REF-042289517033
TXN-705394,ACC-603492,2024-07-03 08:04:58,deposit,9258.82,20081.29,Direct Deposit,,,online,pending,REF-838081591116
TXN-705395,ACC-603278,2025-08-05 10:17:32,transfer,6546.35,29228.96,Internal Transfer,,,mobile,completed,REF-943494807632
TXN-705396,ACC-602874,2025-09-07 23:04:46,payment,2944.6,89898.19,Payment to Best Buy,Best Buy,Electronics,mobile,completed,REF-992382814191
TXN-705397,ACC-601841,2023-08-31 19:54:18,transfer,5679.49,40133.66,ACH Transfer,,,mobile,completed,REF-983549576211
TXN-705398,ACC-600688,2023-10-17 20:48:36,deposit,19706.18,30136.66,Wire Transfer In,,,online,completed,REF-593240528418
TXN-705399,ACC-604397,2023-02-07 21:21:04,deposit,592.07,61596.51,Mobile Deposit,,,atm,completed,REF-414383222580
TXN-705400,ACC-604219,2025-06-26 02:11:01,transfer,6236.13,42444.77,ACH Transfer,,,atm,completed,REF-652049016196
TXN-705401,ACC-602495,2025-03-20 17:13:43,withdrawal,6243.26,44618.28,Wire Transfer Out,,,branch,completed,REF-101001204985
TXN-705402,ACC-600992,2025-07-07 14:46:32,withdrawal,9361.77,46631.57,Cash Withdrawal,,,mobile,completed,REF-053135685821
TXN-705403,ACC-604276,2025-09-08 10:00:00,payment,7.65,66518.16,Payment to Menards,Menards,Home Improvement,atm,completed,REF-139022478227
TXN-705404,ACC-600763,2023-11-21 00:34:40,payment,4304.27,23746.43,Payment to AMC Theatres,AMC Theatres,Entertainment,online,completed,REF-834421175115
TXN-705405,ACC-604134,2025-10-22 00:53:42,payment,8140.68,93468.62,Payment to Best Buy Online,Best Buy Online,Online Shopping,atm,completed,REF-184492498040
TXN-705406,ACC-604864,2023-03-11 17:02:20,payment,7371.4,95075.17,Payment to Wendys,Wendys,Restaurants,branch,completed,REF-995117744316
TXN-705407,ACC-604962,2025-07-15 09:44:53,deposit,13697.05,87335.0,Direct Deposit,,,online,completed,REF-841870185238
TXN-705408,ACC-603156,2025-06-06 06:20:21,payment,5125.4,68613.84,Payment to Delta Airlines,Delta Airlines,Travel,branch,completed,REF-456412566284
TXN-705409,ACC-601261,2024-09-07 04:45:56,deposit,8488.82,86357.76,Wire Transfer In,,,mobile,completed,REF-595660582206
TXN-705410,ACC-604529,2024-04-15 17:04:53,deposit,14558.32,20989.51,Wire Transfer In,,,atm,completed,REF-003986864312
TXN-705411,ACC-601462,2025-12-13 23:43:17,transfer,8851.27,47690.96,External Transfer,,,mobile,reversed,REF-886078657601
TXN-705412,ACC-600807,2023-10-06 21:09:00,withdrawal,3421.57,22816.68,Cash Withdrawal,,,online,completed,REF-985694078312
TXN-705413,ACC-603376,2023-07-31 04:51:36,payment,3297.72,24508.78,Payment to Safeway,Safeway,Groceries,atm,completed,REF-003012159192
TXN-705414,ACC-600934,2024-09-13 22:12:47,payment,7209.0,11816.11,Payment to Gap,Gap,Clothing,mobile,completed,REF-915630502640
TXN-705415,ACC-600487,2024-11-30 10:18:48,deposit,3786.2,8263.4,Mobile Deposit,,,online,reversed,REF-784458207902
TXN-705416,ACC-602068,2023-10-08 04:26:44,fee,20.5,62743.96,Overdraft Fee,,,online,completed,REF-023482555613
TXN-705417,ACC-601079,2024-03-24 12:52:06,deposit,3858.57,88090.97,Mobile Deposit,,,online,completed,REF-292163961832
TXN-705418,ACC-603850,2024-12-10 17:35:07,deposit,20467.58,50476.15,Check Deposit,,,mobile,completed,REF-774182255784
TXN-705419,ACC-603622,2023-05-19 07:44:50,payment,2416.5,97857.13,Payment to Samsung,Samsung,Electronics,mobile,completed,REF-234488050939
TXN-705420,ACC-602791,2024-04-23 15:59:47,transfer,8117.8,68999.22,External Transfer,,,mobile,completed,REF-851260827036
TXN-705421,ACC-604592,2023-03-26 12:27:45,payment,4054.12,76348.56,Payment to Costco,Costco,Groceries,online,completed,REF-940572995417
TXN-705422,ACC-602332,2023-12-13 01:59:56,transfer,6001.28,50405.81,Zelle Transfer,,,atm,completed,REF-158542902257
TXN-705423,ACC-604542,2024-08-18 14:33:26,payment,2057.26,32115.14,Payment to UnitedHealth,UnitedHealth,Healthcare,online,completed,REF-183902762838
TXN-705424,ACC-602752,2025-01-28 08:30:57,payment,4102.46,18696.62,Payment to Citgo,Citgo,Gas Stations,online,completed,REF-790461995766
TXN-705425,ACC-603523,2024-02-11 02:50:18,payment,8442.93,24494.62,Payment to GameStop,GameStop,Electronics,mobile,completed,REF-688322361075
TXN-705426,ACC-600943,2024-09-29 03:49:09,fee,31.24,67078.47,Wire Transfer Fee,,,online,completed,REF-713679339857
TXN-705427,ACC-600305,2023-04-06 13:54:20,withdrawal,8564.3,8351.17,Wire Transfer Out,,,mobile,completed,REF-690552822471
TXN-705428,ACC-602657,2023-01-17 21:39:27,withdrawal,716.05,97921.04,ATM Withdrawal,,,atm,completed,REF-969869512976
TXN-705429,ACC-604809,2024-08-30 14:31:59,payment,2329.36,22921.32,Payment to Scholastic,Scholastic,Education,branch,pending,REF-093166159641
TXN-705430,ACC-600904,2024-06-23 06:54:30,payment,7154.15,73393.55,Payment to Samsung,Samsung,Electronics,atm,completed,REF-780480665286
TXN-705431,ACC-601950,2024-03-02 07:07:33,withdrawal,3847.54,88899.2,ATM Withdrawal,,,mobile,completed,REF-040490545904
TXN-705432,ACC-601849,2025-02-16 18:28:18,payment,9021.16,3660.24,Payment to Pearson,Pearson,Education,atm,completed,REF-993676046756
TXN-705433,ACC-600331,2025-03-27 00:23:51,payment,3435.88,69869.4,Payment to Jiffy Lube,Jiffy Lube,Automotive,online,completed,REF-854209689359
TXN-705434,ACC-601014,2024-07-24 12:25:51,transfer,2766.9,17622.13,Internal Transfer,,,online,completed,REF-003892938021
TXN-705435,ACC-600871,2025-01-03 18:12:59,payment,8571.69,53547.42,Payment to GEICO,GEICO,Insurance,atm,completed,REF-503167407872
TXN-705436,ACC-600313,2025-02-20 11:49:51,withdrawal,5428.2,35321.09,Cash Withdrawal,,,mobile,completed,REF-523845222122
TXN-705437,ACC-603651,2023-11-29 01:30:26,transfer,2274.12,58386.3,Internal Transfer,,,online,failed,REF-269024977773
TXN-705438,ACC-601215,2023-09-16 19:49:41,payment,2430.13,8757.56,Payment to McGraw-Hill,McGraw-Hill,Education,online,completed,REF-133626661477
TXN-705439,ACC-601797,2023-08-07 20:49:37,fee,24.98,36328.87,Monthly Maintenance Fee,,,online,reversed,REF-638599233863
TXN-705440,ACC-604622,2024-07-21 22:19:07,transfer,3290.57,61381.56,External Transfer,,,atm,completed,REF-331800153373
TXN-705441,ACC-604650,2023-09-22 08:06:25,transfer,8838.74,23392.93,External Transfer,,,atm,completed,REF-243583171778
TXN-705442,ACC-600480,2025-12-18 07:54:46,payment,8959.78,37736.05,Payment to National Grid,National Grid,Utilities,online,completed,REF-848038308994
TXN-705443,ACC-604122,2025-08-07 17:17:16,withdrawal,661.86,71218.23,Cash Withdrawal,,,mobile,completed,REF-437555185144
TXN-705444,ACC-604389,2025-07-13 17:55:48,fee,36.0,33935.42,Wire Transfer Fee,,,mobile,failed,REF-104055372045
TXN-705445,ACC-603112,2023-03-30 00:07:32,payment,2369.61,80549.11,Payment to Chilis,Chilis,Restaurants,mobile,completed,REF-056127754064
TXN-705446,ACC-600554,2024-10-13 07:03:52,withdrawal,1376.98,38869.6,Cash Withdrawal,,,mobile,completed,REF-468624271792
TXN-705447,ACC-602371,2024-07-06 05:37:51,payment,8889.32,39328.11,Payment to TJ Maxx,TJ Maxx,Clothing,online,pending,REF-136003613415
TXN-705448,ACC-601556,2024-09-29 03:57:45,withdrawal,7430.26,82307.56,ATM Withdrawal,,,online,completed,REF-739653461332
TXN-705449,ACC-602371,2023-06-06 05:28:11,transfer,5215.29,7176.28,Internal Transfer,,,mobile,completed,REF-100412033448
TXN-705450,ACC-600553,2025-02-15 10:56:00,payment,7548.4,97432.81,Payment to Hulu,Hulu,Entertainment,atm,completed,REF-487683535627
TXN-705451,ACC-603532,2025-05-23 03:32:39,payment,9404.42,21865.88,Payment to McDonalds,McDonalds,Restaurants,branch,completed,REF-507585528341
TXN-705452,ACC-603170,2023-02-11 06:01:23,deposit,7335.18,6243.61,Wire Transfer In,,,atm,completed,REF-600271161225
TXN-705453,ACC-603715,2023-02-24 00:02:02,transfer,8870.03,42334.42,Internal Transfer,,,online,pending,REF-714385141401
TXN-705454,ACC-603432,2024-12-15 14:05:45,withdrawal,186.5,75254.72,ATM Withdrawal,,,online,failed,REF-466947903223
TXN-705455,ACC-601491,2023-09-29 06:55:44,deposit,21182.86,71136.5,Mobile Deposit,,,mobile,completed,REF-268392795317
TXN-705456,ACC-604133,2023-03-21 08:08:50,deposit,7637.54,1652.53,Wire Transfer In,,,online,completed,REF-526363843967
TXN-705457,ACC-603218,2023-07-22 13:46:49,withdrawal,8343.73,9887.21,Cash Withdrawal,,,branch,pending,REF-587982729863
TXN-705458,ACC-602916,2025-03-24 02:22:36,payment,2105.54,82659.87,Payment to Student Loan Payment,Student Loan Payment,Education,online,completed,REF-824071258363
TXN-705459,ACC-601881,2025-02-03 22:34:25,withdrawal,9220.09,90358.98,Wire Transfer Out,,,atm,completed,REF-853575450103
TXN-705460,ACC-600061,2025-11-10 15:06:38,payment,8237.25,87718.41,Payment to Adobe,Adobe,Subscription Services,branch,completed,REF-056918843166
TXN-705461,ACC-601199,2023-10-13 04:07:17,deposit,16360.87,44920.55,Direct Deposit,,,online,completed,REF-131198239830
TXN-705462,ACC-604580,2023-03-22 00:48:01,withdrawal,3992.06,84617.61,Cash Withdrawal,,,online,completed,REF-465273451800
TXN-705463,ACC-602910,2023-04-18 01:02:24,transfer,3550.59,52910.52,Zelle Transfer,,,online,completed,REF-488540193854
TXN-705464,ACC-600438,2025-08-04 15:02:30,fee,39.43,47372.85,Monthly Maintenance Fee,,,online,completed,REF-009943590803
TXN-705465,ACC-604633,2024-10-18 12:55:45,withdrawal,6177.18,93979.55,ATM Withdrawal,,,online,completed,REF-608261872463
TXN-705466,ACC-603408,2023-03-03 17:26:16,transfer,356.4,17802.88,Internal Transfer,,,online,completed,REF-119496412739
TXN-705467,ACC-604594,2025-01-27 23:15:54,payment,3084.57,94176.04,Payment to Comcast,Comcast,Utilities,mobile,completed,REF-888468066957
TXN-705468,ACC-602966,2023-05-07 18:34:41,withdrawal,6652.46,27532.66,Wire Transfer Out,,,online,completed,REF-979144508086
TXN-705469,ACC-602486,2024-04-05 12:34:55,withdrawal,8171.84,16273.16,Wire Transfer Out,,,mobile,completed,REF-855567838439
TXN-705470,ACC-603398,2025-07-18 03:48:10,withdrawal,1051.03,74313.33,Wire Transfer Out,,,atm,completed,REF-697833664874
TXN-705471,ACC-604320,2024-03-10 20:59:44,deposit,12541.08,38032.93,Cash Deposit,,,mobile,completed,REF-419622448649
TXN-705472,ACC-602199,2023-01-24 00:14:55,deposit,6080.57,56506.42,Check Deposit,,,online,failed,REF-049293419434
TXN-705473,ACC-602933,2025-11-14 20:59:46,payment,6659.0,87527.17,Payment to Safeway,Safeway,Groceries,atm,completed,REF-285901642962
TXN-705474,ACC-600039,2024-08-17 07:06:13,withdrawal,3943.66,48686.59,Wire Transfer Out,,,mobile,completed,REF-678906946230
TXN-705475,ACC-601082,2024-09-02 23:33:42,transfer,4920.21,88707.39,External Transfer,,,online,completed,REF-574392436176
TXN-705476,ACC-601854,2024-02-15 01:30:15,withdrawal,9937.43,92163.34,ATM Withdrawal,,,atm,completed,REF-459260258816
TXN-705477,ACC-602134,2025-04-01 22:57:52,transfer,430.91,46819.03,ACH Transfer,,,mobile,completed,REF-520323955875
TXN-705478,ACC-603381,2025-11-12 04:08:41,withdrawal,4779.64,72312.98,ATM Withdrawal,,,atm,completed,REF-865976739376
TXN-705479,ACC-600861,2023-06-04 06:53:12,payment,2933.33,77645.34,Payment to Dropbox,Dropbox,Subscription Services,mobile,completed,REF-597280700628
